;problem_seed;num_features;num_items;item_sphere_size;method;query_seed;K;gamma;gamma_normalized;method_objval;mmu_objval;mmu_objval_ub;mmu_objval_lb;mmr_objval;mmr_objval_ub;mmr_objval_lb;mmu_prob_random_wins;mmr_prob_random_wins;query_list;solve_time;mmu_objective_eval_time;mmr_objective_eval_time;expt_params;mmu_ub;mmu_lb;mmu_objval_normalized_new
188;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-8.738159948883915;0.0;-22.045967423988646;None;None;None;0.0;None;[(0, 26), (21, 39), (20, 27), (1, 19), (18, 30), (12, 30), (10, 31), (16, 31), (12, 38)];0.0;1.287126541137695;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.6036390791643867
189;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-8.412112441701963;0.0;-22.045967423988646;None;None;None;1.0;None;[(0, 26), (21, 39), (20, 27), (1, 19), (18, 30), (12, 30), (10, 31), (16, 31), (12, 38), (8, 39)];0.0;1.999738693237305;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.6184285189250197
190;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-20.197723748198268;0.0;-22.045967423988646;None;None;None;0.0;None;[(2, 9)];0.0;0.3956718444824219;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.08383590705023468
191;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-17.986834641059204;0.0;-22.045967423988646;None;None;None;0.0;None;[(2, 9), (8, 17)];0.0;0.910759210586548;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.1841213272642459
192;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-15.044361114834265;0.0;-22.045967423988646;None;None;None;0.0;None;[(2, 9), (8, 17), (20, 25)];0.0;0.9073257446289062;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.31759124807267586
193;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-14.310005608824312;0.0;-22.045967423988646;None;None;None;0.0;None;[(2, 9), (8, 17), (20, 25), (2, 13)];0.0;1.2501325607299805;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3509014445311402
194;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-11.696628599032845;0.0;-22.045967423988646;None;None;None;0.0;None;[(2, 9), (8, 17), (20, 25), (2, 13), (10, 17)];0.0;1.034146070480347;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4694436232221895
195;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-11.696628599032845;0.0;-22.045967423988646;None;None;None;0.0;None;[(2, 9), (8, 17), (20, 25), (2, 13), (10, 17), (6, 15)];0.0;1.946383237838745;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4694436232221895
196;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-11.03475056449376;0.0;-22.045967423988646;None;None;None;0.0;None;[(2, 9), (8, 17), (20, 25), (2, 13), (10, 17), (6, 15), (31, 36)];0.0;2.3846030235290527;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4994662582832799
197;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-11.03475056449376;0.0;-22.045967423988646;None;None;None;0.0;None;[(2, 9), (8, 17), (20, 25), (2, 13), (10, 17), (6, 15), (31, 36), (27, 29)];0.0;2.113231420516968;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4994662582832799
198;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-9.988214291752419;0.0;-22.045967423988646;None;None;None;0.0;None;[(2, 9), (8, 17), (20, 25), (2, 13), (10, 17), (6, 15), (31, 36), (27, 29), (12, 30)];0.0;1.5514359474182131;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5469369023522992
199;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-9.967964079802867;0.0;-22.045967423988646;None;None;None;1.0;None;[(2, 9), (8, 17), (20, 25), (2, 13), (10, 17), (6, 15), (31, 36), (27, 29), (12, 30), (14, 36)];0.0;1.7587075233459473;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.547855447297962
200;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-11.713931434369659;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 35)];0.0;0.3855142593383789;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.468658770600209
201;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-11.713931434369659;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 35), (17, 35)];0.0;0.8668794631958008;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.468658770600209
202;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-11.713585995362568;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 35), (17, 35), (19, 39)];0.0;0.8915226459503174;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4686744396339351
203;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-11.713585995362568;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 35), (17, 35), (19, 39), (14, 16)];0.0;0.9569299221038818;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4686744396339351
204;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-11.713585995362582;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 35), (17, 35), (19, 39), (14, 16), (9, 36)];0.0;1.0034167766571045;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.46867443963393446
205;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-11.18198173692942;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 35), (17, 35), (19, 39), (14, 16), (9, 36), (13, 33)];0.0;1.8695874214172363;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.49278788624343656
206;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-11.18198173692942;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 35), (17, 35), (19, 39), (14, 16), (9, 36), (13, 33), (8, 26)];0.0;1.5995194911956787;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.49278788624343656
207;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-10.161565518530288;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 35), (17, 35), (19, 39), (14, 16), (9, 36), (13, 33), (8, 26), (22, 33)];0.0;1.341883659362793;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5390737306690622
208;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-9.397828933103424;0.0;-22.045967423988646;None;None;None;0.0;None;[(11, 35), (17, 35), (19, 39), (14, 16), (9, 36), (13, 33), (8, 26), (22, 33), (12, 19)];0.0;1.7116312980651855;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5737166461165304
209;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-8.966328390356333;0.0;-22.045967423988646;None;None;None;1.0;None;[(11, 35), (17, 35), (19, 39), (14, 16), (9, 36), (13, 33), (8, 26), (22, 33), (12, 19), (17, 20)];0.0;1.584622144699097;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5932894112598543
210;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-17.785426346652297;0.0;-22.045967423988646;None;None;None;0.0;None;[(5, 32)];0.0;0.842149019241333;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.193257161067019
211;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-15.974996083117981;0.0;-22.045967423988646;None;None;None;0.0;None;[(5, 32), (0, 15)];0.0;0.8696596622467041;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.27537786045462603
212;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-13.765990521715537;0.0;-22.045967423988646;None;None;None;0.0;None;[(5, 32), (0, 15), (25, 28)];0.0;1.3334062099456787;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.37557784346824613
213;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-13.600463819274669;0.0;-22.045967423988646;None;None;None;0.0;None;[(5, 32), (0, 15), (25, 28), (17, 23)];0.0;1.0034122467041016;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3830860965313781
214;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-13.033305766621153;0.0;-22.045967423988646;None;None;None;0.0;None;[(5, 32), (0, 15), (25, 28), (17, 23), (9, 12)];0.0;1.0785543918609621;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.40881225505034563
215;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-12.391785962245894;0.0;-22.045967423988646;None;None;None;0.0;None;[(5, 32), (0, 15), (25, 28), (17, 23), (9, 12), (27, 28)];0.0;1.72644305229187;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4379114454844756
216;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-11.114040740656817;0.0;-22.045967423988646;None;None;None;0.0;None;[(5, 32), (0, 15), (25, 28), (17, 23), (9, 12), (27, 28), (20, 29)];0.0;1.7926523685455322;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4958696741716304
217;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-11.01696466633576;0.0;-22.045967423988646;None;None;None;0.0;None;[(5, 32), (0, 15), (25, 28), (17, 23), (9, 12), (27, 28), (20, 29), (10, 31)];0.0;2.80896258354187;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5002730225234668
218;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-9.99221541578163;0.0;-22.045967423988646;None;None;None;0.0;None;[(5, 32), (0, 15), (25, 28), (17, 23), (9, 12), (27, 28), (20, 29), (10, 31), (14, 17)];0.0;2.1199326515197754;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5467554122887306
219;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-9.969512929234511;0.0;-22.045967423988646;None;None;None;1.0;None;[(5, 32), (0, 15), (25, 28), (17, 23), (9, 12), (27, 28), (20, 29), (10, 31), (14, 17), (2, 18)];0.0;2.8434410095214844;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5477851918448056
220;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-18.169329234948048;0.0;-22.045967423988646;None;None;None;0.0;None;[(28, 38)];0.0;0.8130052089691162;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.175843414556715
221;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-14.278389008469157;0.0;-22.045967423988646;None;None;None;0.0;None;[(28, 38), (15, 30)];0.0;1.2492413520812988;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3523355662345386
222;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-14.278389008469157;0.0;-22.045967423988646;None;None;None;0.0;None;[(28, 38), (15, 30), (20, 23)];0.0;0.9329898357391356;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3523355662345386
223;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-14.278389008469157;0.0;-22.045967423988646;None;None;None;0.0;None;[(28, 38), (15, 30), (20, 23), (15, 36)];0.0;1.4957985877990725;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3523355662345386
224;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-13.09826202135233;0.0;-22.045967423988646;None;None;None;0.0;None;[(28, 38), (15, 30), (20, 23), (15, 36), (6, 27)];0.0;1.501915454864502;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.40586585431038547
225;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-13.053689171891346;0.0;-22.045967423988646;None;None;None;0.0;None;[(28, 38), (15, 30), (20, 23), (15, 36), (6, 27), (18, 21)];0.0;1.7706482410430908;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.40788766848636415
226;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-12.503552488040702;0.0;-22.045967423988646;None;None;None;0.0;None;[(28, 38), (15, 30), (20, 23), (15, 36), (6, 27), (18, 21), (20, 32)];0.0;1.266442060470581;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4328417416404431
227;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-11.055875087740644;0.0;-22.045967423988646;None;None;None;0.0;None;[(28, 38), (15, 30), (20, 23), (15, 36), (6, 27), (18, 21), (20, 32), (3, 9)];0.0;2.41163182258606;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.49850805477872884
228;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-9.628205093812015;0.0;-22.045967423988646;None;None;None;0.0;None;[(28, 38), (15, 30), (20, 23), (15, 36), (6, 27), (18, 21), (20, 32), (3, 9), (25, 31)];0.0;3.19014835357666;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5632668365764003
229;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-9.015076688430943;0.0;-22.045967423988646;None;None;None;1.0;None;[(28, 38), (15, 30), (20, 23), (15, 36), (6, 27), (18, 21), (20, 32), (3, 9), (25, 31), (1, 5)];0.0;3.591513633728028;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5910781996973458
230;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-17.853625181049093;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 35)];0.0;0.8754510879516602;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.19016367766095224
231;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-16.25583823747379;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 35), (5, 9)];0.0;0.4563276767730713;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.26263892507680164
232;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-15.86867154491112;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 35), (5, 9), (4, 10)];0.0;0.958751916885376;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.28020071699623417
233;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-15.419721965927017;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 35), (5, 9), (4, 10), (3, 9)];0.0;0.982741117477417;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.30056496640066716
234;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-14.882102940139161;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 35), (5, 9), (4, 10), (3, 9), (11, 22)];0.0;1.0542395114898682;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.32495124147076787
235;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-9.776275716321976;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 35), (5, 9), (4, 10), (3, 9), (11, 22), (3, 20)];0.0;1.1435647010803225;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5565503872747087
236;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-9.776275716321988;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 35), (5, 9), (4, 10), (3, 9), (11, 22), (3, 20), (1, 30)];0.0;1.2178425788879397;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5565503872747082
237;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-9.776275716321988;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 35), (5, 9), (4, 10), (3, 9), (11, 22), (3, 20), (1, 30), (3, 38)];0.0;1.2551665306091309;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5565503872747082
238;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-9.776275716321988;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 35), (5, 9), (4, 10), (3, 9), (11, 22), (3, 20), (1, 30), (3, 38), (8, 39)];0.0;1.4098522663116455;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5565503872747082
239;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-8.390088079800897;0.0;-22.045967423988646;None;None;None;1.0;None;[(10, 35), (5, 9), (4, 10), (3, 9), (11, 22), (3, 20), (1, 30), (3, 38), (8, 39), (25, 30)];0.0;4.370405435562134;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.6194275389034808
240;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-16.12268008295133;0.0;-22.045967423988646;None;None;None;0.0;None;[(1, 22)];0.0;0.6223626136779785;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.26867894826841576
241;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-16.12268008295133;0.0;-22.045967423988646;None;None;None;0.0;None;[(1, 22), (24, 31)];0.0;1.292318344116211;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.26867894826841576
242;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-12.768747989958026;0.0;-22.045967423988646;None;None;None;0.0;None;[(1, 22), (24, 31), (5, 28)];0.0;0.4708504676818848;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.420812534810138
243;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-12.768747989958026;0.0;-22.045967423988646;None;None;None;0.0;None;[(1, 22), (24, 31), (5, 28), (0, 20)];0.0;1.1035635471343994;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.420812534810138
244;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-12.768747989958026;0.0;-22.045967423988646;None;None;None;0.0;None;[(1, 22), (24, 31), (5, 28), (0, 20), (8, 27)];0.0;1.1458942890167236;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.420812534810138
245;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-11.74256802304741;0.0;-22.045967423988646;None;None;None;0.0;None;[(1, 22), (24, 31), (5, 28), (0, 20), (8, 27), (33, 38)];0.0;2.1565661430358887;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.46735982153950273
246;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-11.63105176435014;0.0;-22.045967423988646;None;None;None;0.0;None;[(1, 22), (24, 31), (5, 28), (0, 20), (8, 27), (33, 38), (6, 22)];0.0;1.879091024398804;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.47241817332568603
247;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-10.006671328240083;0.0;-22.045967423988646;None;None;None;0.0;None;[(1, 22), (24, 31), (5, 28), (0, 20), (8, 27), (33, 38), (6, 22), (30, 37)];0.0;1.8010046482086182;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.546099695432199
248;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-10.00667132824008;0.0;-22.045967423988646;None;None;None;0.0;None;[(1, 22), (24, 31), (5, 28), (0, 20), (8, 27), (33, 38), (6, 22), (30, 37), (19, 39)];0.0;1.3627169132232666;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5460996954321993
249;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-9.620760105263813;0.0;-22.045967423988646;None;None;None;1.0;None;[(1, 22), (24, 31), (5, 28), (0, 20), (8, 27), (33, 38), (6, 22), (30, 37), (19, 39), (8, 26)];0.0;4.177396297454834;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5636045395406214
250;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-19.880280246315426;0.0;-22.045967423988646;None;None;None;0.0;None;[(3, 22)];0.0;0.396064043045044;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.09823507111401857
251;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-15.005354955401367;0.0;-22.045967423988646;None;None;None;0.0;None;[(3, 22), (20, 22)];0.0;0.881840705871582;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.31936055847229367
252;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-13.270493121206922;0.0;-22.045967423988646;None;None;None;0.0;None;[(3, 22), (20, 22), (6, 25)];0.0;0.4542841911315918;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.39805349132616064
253;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-10.600641947987235;0.0;-22.045967423988646;None;None;None;0.0;None;[(3, 22), (20, 22), (6, 25), (0, 34)];0.0;1.5589241981506348;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5191573250510811
254;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-9.942080209899023;0.0;-22.045967423988646;None;None;None;0.0;None;[(3, 22), (20, 22), (6, 25), (0, 34), (2, 3)];0.0;1.1031286716461182;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.54902953366968
255;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-9.844027693576553;0.0;-22.045967423988646;None;None;None;0.0;None;[(3, 22), (20, 22), (6, 25), (0, 34), (2, 3), (27, 31)];0.0;1.8298962116241453;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5534771732055971
256;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-9.668175312788957;0.0;-22.045967423988646;None;None;None;0.0;None;[(3, 22), (20, 22), (6, 25), (0, 34), (2, 3), (27, 31), (22, 32)];0.0;1.154407978057861;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5614537966581135
257;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-9.668175312788952;0.0;-22.045967423988646;None;None;None;0.0;None;[(3, 22), (20, 22), (6, 25), (0, 34), (2, 3), (27, 31), (22, 32), (2, 24)];0.0;1.242267370223999;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5614537966581137
258;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-9.668175312788945;0.0;-22.045967423988646;None;None;None;0.0;None;[(3, 22), (20, 22), (6, 25), (0, 34), (2, 3), (27, 31), (22, 32), (2, 24), (5, 27)];0.0;1.646961688995361;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.561453796658114
259;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-8.83857321136258;0.0;-22.045967423988646;None;None;None;1.0;None;[(3, 22), (20, 22), (6, 25), (0, 34), (2, 3), (27, 31), (22, 32), (2, 24), (5, 27), (7, 36)];0.0;2.16101336479187;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5990843567270577
260;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-17.8911750235895;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 26)];0.0;0.40236854553222656;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.1884604254598468
261;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-17.60700924200153;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 26), (16, 31)];0.0;0.8904619216918945;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.20135011980271186
262;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-16.664944661677126;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 26), (16, 31), (17, 29)];0.0;1.0355534553527832;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.24408195198800955
263;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-14.315013639605752;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 26), (16, 31), (17, 29), (35, 38)];0.0;0.5222353935241699;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3506742814094171
264;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-13.064940334383916;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 26), (16, 31), (17, 29), (35, 38), (9, 16)];0.0;1.5059335231781006;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.40737731834948027
265;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-12.301101784514694;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 26), (16, 31), (17, 29), (35, 38), (9, 16), (7, 22)];0.0;1.053208589553833;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.44202485888054754
266;0;10;40;10.0;random;None;7;0.0;0.0;0.0;-12.294125250988667;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 26), (16, 31), (17, 29), (35, 38), (9, 16), (7, 22), (14, 29)];0.0;1.090012788772583;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.44234131283295774
267;0;10;40;10.0;random;None;8;0.0;0.0;0.0;-12.027813108154065;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 26), (16, 31), (17, 29), (35, 38), (9, 16), (7, 22), (14, 29), (13, 17)];0.0;1.2349286079406738;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.45442117023784656
268;0;10;40;10.0;random;None;9;0.0;0.0;0.0;-11.313988516722295;0.0;-22.045967423988646;None;None;None;0.0;None;[(9, 26), (16, 31), (17, 29), (35, 38), (9, 16), (7, 22), (14, 29), (13, 17), (3, 28)];0.0;1.3691599369049072;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.4868000891441249
269;0;10;40;10.0;random;None;10;0.0;0.0;0.0;-9.027847133873315;0.0;-22.045967423988646;None;None;None;1.0;None;[(9, 26), (16, 31), (17, 29), (35, 38), (9, 16), (7, 22), (14, 29), (13, 17), (3, 28), (24, 28)];0.0;3.105031490325928;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.5904989352361057
270;0;10;40;10.0;random;None;1;0.0;0.0;0.0;-19.814220138700968;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 25)];0.0;0.3943204879760742;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.10123154236628841
271;0;10;40;10.0;random;None;2;0.0;0.0;0.0;-18.69110059576018;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 25), (3, 13)];0.0;0.8591911792755127;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.15217598591648254
272;0;10;40;10.0;random;None;3;0.0;0.0;0.0;-16.709132462038507;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 25), (3, 13), (18, 27)];0.0;0.9863562583923341;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.2420776035504218
273;0;10;40;10.0;random;None;4;0.0;0.0;0.0;-16.408727600813783;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 25), (3, 13), (18, 27), (20, 24)];0.0;0.48283267021179205;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.2557038988019449
274;0;10;40;10.0;random;None;5;0.0;0.0;0.0;-14.689045635498822;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 25), (3, 13), (18, 27), (20, 24), (3, 4)];0.0;1.532386302947998;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.3337082763029192
275;0;10;40;10.0;random;None;6;0.0;0.0;0.0;-13.440248503946181;0.0;-22.045967423988646;None;None;None;0.0;None;[(10, 25), (3, 13), (18, 27), (20, 24), (3, 4), (17, 29)];0.0;1.7824754714965818;None;(0.0, 40.0, 10.0, 10.0);0.0;-22.045967423988248;0.39035342629954956
